# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
318829	Magnaporthe oryzae	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthe,Magnaporthe oryzae	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222544,639021,81093,148303,318829
1203566	Corynebacterium sp. KPL1859	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. KPL1859	1,131567,2,201174,1760,85003,2037,85007,1653,1716,1203566
1203567	Corynebacterium sp. KPL1860	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. KPL1860	1,131567,2,201174,1760,85003,2037,85007,1653,1716,1203567
1203568	Dermabacter sp. HFH0086	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Dermabacteraceae,Dermabacter,Dermabacter sp. HFH0086	1,131567,2,201174,1760,85003,2037,85006,85020,36739,1203568
483219	Myxococcus fulvus HW-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus,Myxococcus fulvus,Myxococcus fulvus HW-1	1,131567,2,1224,68525,28221,29,80811,31,32,33,483219
1408417	Acholeplasma modicum ATCC 29102	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma modicum,Acholeplasma modicum ATCC 29102	1,131567,2,544448,31969,186329,2146,2147,2150,1408417
89462	Bubalus bubalis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Cetartiodactyla,Ruminantia,Pecora,Bovidae,Bovinae,Bubalus,Bubalus bubalis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,91561,9845,35500,9895,27592,9918,89462
351607	Acidothermus cellulolyticus 11B	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Frankineae,Acidothermaceae,Acidothermus,Acidothermus cellulolyticus,Acidothermus cellulolyticus 11B	1,131567,2,201174,1760,85003,2037,85013,85032,28048,28049,351607
1449336	Carnobacterium divergens DSM 20623	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium divergens,Carnobacterium divergens DSM 20623	1,131567,2,1239,91061,186826,186828,2747,2748,1449336
3988	Ricinus communis	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliophyta,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Malpighiales,Euphorbiaceae,Acalyphoideae,Acalypheae,Ricinus,Ricinus communis	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3646,3977,235629,235880,3987,3988
1449338	Carnobacterium gallinarum DSM 4847	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium gallinarum,Carnobacterium gallinarum DSM 4847	1,131567,2,1239,91061,186826,186828,2747,2749,1449338
1071679	Burkholderia grimmiae	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia grimmiae	1,131567,2,1224,28216,80840,119060,32008,1071679
1449342	Carnobacterium mobile DSM 4848	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium mobile,Carnobacterium mobile DSM 4848	1,131567,2,1239,91061,186826,186828,2747,2750,1449342
1449343	Carnobacterium pleistocenium FTR1	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium pleistocenium,Carnobacterium pleistocenium FTR1	1,131567,2,1239,91061,186826,186828,2747,181073,1449343
646529	Desulfosporosinus acidiphilus SJ4	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,Desulfosporosinus acidiphilus,Desulfosporosinus acidiphilus SJ4	1,131567,2,1239,186801,186802,186807,79206,885581,646529
1449346	Kitasatospora azatica KCTC 9699	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Kitasatospora,Kitasatospora azatica,Kitasatospora azatica KCTC 9699	1,131567,2,201174,1760,85003,2037,85011,2062,2063,58347,1449346
1449347	Kitasatospora mediocidica KCTC 9733	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Kitasatospora,Kitasatospora mediocidica,Kitasatospora mediocidica KCTC 9733	1,131567,2,201174,1760,85003,2037,85011,2062,2063,58352,1449347
531844	Flavobacteriaceae bacterium 3519-10	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unclassified Flavobacteriaceae,Flavobacteriaceae bacterium 3519-10	1,131567,2,68336,976,117743,200644,49546,61432,531844
1227500	Natronorubrum bangense JCM 10635	no rank	root,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronorubrum,Natronorubrum bangense,Natronorubrum bangense JCM 10635	1,131567,2157,28890,183963,2235,2236,134813,61858,1227500
765952	Parachlamydia acanthamoebae UV-7	no rank	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae,Parachlamydia acanthamoebae UV-7	1,131567,2,51290,204428,204429,51291,92713,83551,83552,765952
1449351	Roseivivax isoporae LMG 25204	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,Roseivivax isoporae,Roseivivax isoporae LMG 25204	1,131567,2,1224,28211,204455,31989,93682,591206,1449351
941449	Desulfovibrio sp. X2	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp. X2	1,131567,2,1224,68525,28221,213115,194924,872,941449
1321782	Oribacterium sp. oral taxon 078 str. F0263	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium sp. oral taxon 078,Oribacterium sp. oral taxon 078 str. F0263	1,131567,2,1239,186801,186802,186803,265975,652706,1321782
351627	Caldicellulosiruptor saccharolyticus DSM 8903	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Caldicellulosiruptor saccharolyticus,Caldicellulosiruptor saccharolyticus DSM 8903	1,131567,2,1239,186801,68295,543371,44000,44001,351627
1449357	Thermus tengchongensis YIM 77401	no rank	root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus yunnanensis,Thermus tengchongensis YIM 77401	1,131567,2,1297,188787,68933,188786,270,266825,1449357
933262	Desulfosarcina sp. BuS5	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,Desulfosarcina sp. BuS5	1,131567,2,1224,68525,28221,213118,213119,2299,933262
1352941	Streptomyces niveus NCIMB 11891	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces niveus,Streptomyces niveus NCIMB 11891	1,131567,2,201174,1760,85003,2037,85011,2062,1883,193462,1352941
1203602	Atopobium sp. oral taxon 199 str. F0494	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,Atopobium,Atopobium sp. oral taxon 199,Atopobium sp. oral taxon 199 str. F0494	1,131567,2,201174,1760,84998,84999,255727,84107,1380,712156,1203602
490899	Desulfurococcus kamchatkensis 1221n	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus kamchatkensis,Desulfurococcus kamchatkensis 1221n	1,131567,2157,28889,183924,114380,2272,2273,477693,490899
1203605	Propionibacterium sp. oral taxon 192 str. F0372	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Propionibacterineae,Propionibacteriaceae,Propionibacterium,Propionibacterium sp. oral taxon 192,Propionibacterium sp. oral taxon 192 str. F0372	1,131567,2,201174,1760,85003,2037,85009,31957,1743,671222,1203605
1203606	Butyricicoccus pullicaecorum 1.2	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Butyricicoccus,Butyricicoccus pullicaecorum,Butyricicoccus pullicaecorum 1.2	1,131567,2,1239,186801,186802,31979,580596,501571,1203606
1234593	Staphylococcus sp. E463	species	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sp. E463	1,131567,2,1239,91061,1385,90964,1279,1234593
1203611	Alistipes onderdonkii WAL 8169 = DSM 19147	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,Alistipes onderdonkii WAL 8169 = DSM 19147	1,131567,2,68336,976,200643,171549,171550,239759,328813,1203611
1408415	Acholeplasma equifetale ATCC 29724	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma equifetale,Acholeplasma equifetale ATCC 29724	1,131567,2,544448,31969,186329,2146,2147,264634,1408415
1408416	Acholeplasma hippikon ATCC 29725	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma hippikon,Acholeplasma hippikon ATCC 29725	1,131567,2,544448,31969,186329,2146,2147,264636,1408416
1123298	Streptococcus caballi DSM 19004	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus caballi,Streptococcus caballi DSM 19004	1,131567,2,1239,91061,186826,1300,1301,439220,1123298
1408418	Acidiphilium angustum ATCC 35903	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium angustum,Acidiphilium angustum ATCC 35903	1,131567,2,1224,28211,204441,433,522,523,1408418
1408419	Acidocella facilis ATCC 35904	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,Acidocella facilis,Acidocella facilis ATCC 35904	1,131567,2,1224,28211,204441,433,50709,525,1408419
1211813	Candidatus Alistipes marseilloanorexicus AP11	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Candidatus Alistipes marseilloanorexicus,Candidatus Alistipes marseilloanorexicus AP11	1,131567,2,68336,976,200643,171549,171550,239759,1470347,1211813
1203622	Corynebacterium sp. KPL1989	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. KPL1989	1,131567,2,201174,1760,85003,2037,85007,1653,1716,1203622
327079	Pseudozyma hubeiensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,mitosporic Ustilaginaceae,Pseudozyma,Pseudozyma hubeiensis	1,131567,2759,33154,4751,451864,5204,452284,5257,5267,5268,85578,63298,327079
441768	Acholeplasma laidlawii PG-8A	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma laidlawii,Acholeplasma laidlawii PG-8A	1,131567,2,544448,31969,186329,2146,2147,2148,441768
441769	Bacillus coahuilensis m4-4	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus coahuilensis,Bacillus coahuilensis m4-4	1,131567,2,1239,91061,1385,186817,1386,408580,441769
1211819	Holdemania massiliensis AP2	no rank	root,cellular organisms,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania massiliensis,Holdemania massiliensis AP2	1,131567,2,1239,526524,526525,128827,61170,1468449,1211819
1162668	Leptospirillum ferrooxidans C2-3	no rank	root,cellular organisms,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,Leptospirillum sp. Group I,Leptospirillum ferrooxidans,Leptospirillum ferrooxidans C2-3	1,131567,2,40117,203693,189778,189779,179,655606,180,1162668
1008457	Myroides injenensis M09-0166	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides injenensis,Myroides injenensis M09-0166	1,131567,2,68336,976,117743,200644,49546,76831,1183151,1008457
946077	Imtechella halotolerans K1	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella,Imtechella halotolerans,Imtechella halotolerans K1	1,131567,2,68336,976,117743,200644,49546,1165076,1165090,946077
1203632	Corynebacterium sp. KPL2004	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. KPL2004	1,131567,2,201174,1760,85003,2037,85007,1653,1716,1203632
1408433	Crocinitomix catalasitica ATCC 23190	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Crocinitomix,Crocinitomix catalasitica,Crocinitomix catalasitica ATCC 23190	1,131567,2,68336,976,117743,200644,246874,246873,184607,1408433
335283	Nitrosomonas eutropha C91	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas eutropha,Nitrosomonas eutropha C91	1,131567,2,1224,28216,32003,206379,914,916,335283
335284	Psychrobacter cryohalolentis K5	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter cryohalolentis,Psychrobacter cryohalolentis K5	1,131567,2,1224,1236,72274,468,497,330922,335284
40373	Acinetobacter sp. CIP-A165	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP-A165	1,131567,2,1224,1236,72274,468,469,40373
245174	Wallemia ichthyophaga	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Basidiomycota incertae sedis,Wallemiomycetes,Wallemiales,Wallemiales incertae sedis,Wallemia,Wallemia ichthyophaga	1,131567,2759,33154,4751,451864,5204,129385,431957,431958,431959,148959,245174
1408439	Fusobacterium perfoetens ATCC 29250	no rank	root,cellular organisms,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium perfoetens,Fusobacterium perfoetens ATCC 29250	1,131567,2,32066,203490,203491,203492,848,852,1408439
425400	Helicobacter sp. MIT 01-6451	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter sp. MIT 01-6451	1,131567,2,1224,68525,29547,213849,72293,209,425400
521460	Caldicellulosiruptor bescii DSM 6725	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Caldicellulosiruptor bescii,Caldicellulosiruptor bescii DSM 6725	1,131567,2,1239,186801,68295,543371,44000,31899,521460
1408442	Helicobacter pametensis ATCC 51478	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pametensis,Helicobacter pametensis ATCC 51478	1,131567,2,1224,68525,29547,213849,72293,209,95149,1408442
1122207	Marinomonas ushuaiensis DSM 15871	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas ushuaiensis,Marinomonas ushuaiensis DSM 15871	1,131567,2,1224,1236,135619,135620,28253,263818,1122207
1408444	Legionella fairfieldensis ATCC 49588	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella fairfieldensis,Legionella fairfieldensis ATCC 49588	1,131567,2,1224,1236,118969,444,445,45064,1408444
1354314	Cardinium endosymbiont cBtQ1 of Bemisia tabaci	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,Cardinium endosymbiont of Bemisia tabaci,Cardinium endosymbiont cBtQ1 of Bemisia tabaci	1,131567,2,68336,976,768503,768507,1501348,273135,672794,1354314
1094556	Bartonella rattimassiliensis 15908	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella rattimassiliensis,Bartonella rattimassiliensis 15908	1,131567,2,1224,28211,356,772,773,270250,1094556
40384	Aspergillus kawachii	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus kawachii	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,40384
1367491	Campylobacter coli 76339	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli,Campylobacter coli 76339	1,131567,2,1224,68525,29547,213849,72294,194,195,1367491
1163671	Clostridium sp. 12(A)	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. 12(A)	1,131567,2,1239,186801,186802,31979,1485,1163671
1329250	Weissella oryzae SG25	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella oryzae,Weissella oryzae SG25	1,131567,2,1239,91061,186826,81850,46255,1129792,1329250
1500304	Rhizobium sp. CF394	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,Rhizobium sp. CF394	1,131567,2,1224,28211,356,82115,227290,379,1500304
146891	Prochlorococcus marinus str. AS9601	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus,Prochlorococcus marinus str. AS9601	1,131567,2,1117,1212,1217,1218,1219,146891
56780	Syntrophus aciditrophicus SB	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,Syntrophus aciditrophicus,Syntrophus aciditrophicus SB	1,131567,2,1224,68525,28221,213462,213468,43773,316277,56780
1285583	Corynebacterium casei LMG S-19264	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium casei,Corynebacterium casei LMG S-19264	1,131567,2,201174,1760,85003,2037,85007,1653,1716,160386,1285583
1285586	Lysinibacillus sphaericus OT4b.31	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sphaericus,Lysinibacillus sphaericus OT4b.31	1,131567,2,1239,91061,1385,186817,400634,1421,1285586
1122211	Marinospirillum insulare DSM 21763	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinospirillum,Marinospirillum insulare,Marinospirillum insulare DSM 21763	1,131567,2,1224,1236,135619,135620,64968,217169,1122211
1316927	Pseudomonas corrugata CFBP 5454	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens group,Pseudomonas corrugata,Pseudomonas corrugata CFBP 5454	1,131567,2,1224,1236,72274,135621,286,136843,47879,1316927
343509	Sodalis glossinidius str. 'morsitans'	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Sodalis,Sodalis glossinidius,Sodalis glossinidius str. 'morsitans'	1,131567,2,1224,1236,91347,543,84565,63612,343509
1105367	Paenirhodobacter enshiensis	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paenirhodobacter,Paenirhodobacter enshiensis	1,131567,2,1224,28211,204455,31989,1470577,1105367
1408473	Prolixibacter bellariivorans ATCC BAA-1284	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Prolixibacter,Prolixibacter bellariivorans,Prolixibacter bellariivorans ATCC BAA-1284	1,131567,2,68336,976,200643,171549,1471398,314318,314319,1408473
1268303	Rhodococcus sp. AW25M09	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Nocardiaceae,Rhodococcus,Rhodococcus sp. AW25M09	1,131567,2,201174,1760,85003,2037,85007,85025,1827,1268303
269796	Rhodospirillum rubrum ATCC 11170	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum rubrum,Rhodospirillum rubrum ATCC 11170	1,131567,2,1224,28211,204441,41295,1081,1085,269796
269797	Methanosarcina barkeri str. Fusaro	no rank	root,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Methanosarcina barkeri str. Fusaro	1,131567,2157,28890,224756,94695,2206,2207,2208,269797
269798	Cytophaga hutchinsonii ATCC 33406	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga hutchinsonii,Cytophaga hutchinsonii ATCC 33406	1,131567,2,68336,976,768503,768507,89373,978,985,269798
269799	Geobacter metallireducens GS-15	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter metallireducens,Geobacter metallireducens GS-15	1,131567,2,1224,68525,28221,69541,213422,28231,28232,269799
269800	Thermobifida fusca YX	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Nocardiopsaceae,Thermobifida,Thermobifida fusca,Thermobifida fusca YX	1,131567,2,201174,1760,85003,2037,85012,83676,83677,2021,269800
146922	Streptomyces griseofuscus	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces griseofuscus	1,131567,2,201174,1760,85003,2037,85011,2062,1883,146922
888743	Prevotella multiformis DSM 16608	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella multiformis,Prevotella multiformis DSM 16608	1,131567,2,68336,976,200643,171549,171552,838,282402,888743
1179773	Saccharothrix espanaensis DSM 44229	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Saccharothrix,Saccharothrix espanaensis,Saccharothrix espanaensis DSM 44229	1,131567,2,201174,1760,85003,2037,85010,2070,2071,103731,1179773
1353529	Bacteriovorax sp. BSW11_IV	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,Bacteriovorax sp. BSW11_IV	1,131567,2,1224,68525,28221,213481,263369,146784,1353529
1451261	Microbacterium sp. MRS-1	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Microbacteriaceae,Microbacterium,Microbacterium sp. MRS-1	1,131567,2,201174,1760,85003,2037,85006,85023,33882,1451261
1282876	alpha proteobacterium Mf 1.05b.01	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria (miscellaneous),alpha proteobacterium Mf 1.05b.01	1,131567,2,1224,28211,82117,33807,1282876
1437608	Bifidobacterium biavatii DSM 23969	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium biavatii,Bifidobacterium biavatii DSM 23969	1,131567,2,201174,1760,85003,85004,31953,1678,762212,1437608
1144305	Novosphingobium sp. AP12	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. AP12	1,131567,2,1224,28211,204457,41297,165696,1144305
7668	Strongylocentrotus purpuratus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Echinodermata,Eleutherozoa,Echinozoa,Echinoidea,Euechinoidea,Echinacea,Echinoida,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus purpuratus	1,131567,2759,33154,33208,6072,33213,33511,7586,133551,7624,7625,7638,7674,7675,31181,7664,7668
1122217	Megamonas rupellensis DSM 19944	no rank	root,cellular organisms,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,Megamonas rupellensis,Megamonas rupellensis DSM 19944	1,131567,2,1239,909932,909929,31977,158846,491921,1122217
